,PARA_A,PARA_B,TOTAL,Sector_score,numbers,LOSS_SCORE,Money_Value,History_score,District,Risk
408,5.13,0.09,5.22,1.85,5.0,2,0.01,2,2,1
409,2.49,0.29,2.78,1.85,5.0,2,0.49,2,2,1
410,7.22,0.28,7.5,1.85,5.0,2,0.0,2,2,1
411,0.71,0.66,1.37,1.85,5.0,2,0.0,2,2,0
412,19.21,2.47,21.68,1.85,5.0,2,0.0,2,6,1
413,0.18,0.0,0.18,1.85,5.0,4,0.0,2,6,1
414,5.9,0.0,5.9,1.85,5.0,4,0.74,2,6,1
415,4.04,0.0,4.04,1.85,5.0,2,0.79,2,6,1
416,2.81,0.11,2.92,1.85,5.0,2,19.45,2,6,1
417,5.87,0.0,5.87,1.85,5.0,2,0.44,2,6,1
418,1.75,0.0,1.75,1.85,5.0,2,0.35,2,6,1
419,2.05,0.0,2.05,1.85,5.0,2,3.53,2,6,1
420,0.0,0.0,0.0,1.85,5.0,4,0.04,2,6,1
421,3.67,0.18,3.85,1.85,5.0,2,0.0,2,2,1
422,0.64,0.95,1.59,1.85,5.0,2,0.0,4,2,1
423,7.37,1.64,9.01,1.85,5.0,2,0.08,2,2,1
424,10.79,0.67,11.46,1.85,5.0,2,0.04,2,2,1
425,10.02,0.95,10.97,1.85,5.0,2,0.43,2,2,1
426,0.44,0.62,1.06,1.85,5.0,2,0.64,2,2,0
427,2.89,0.11,3.0,1.85,5.0,2,0.04,2,2,1
428,0.6,1.14,1.74,1.85,5.0,2,0.43,2,2,1
429,0.79,1.01,1.8,1.85,5.0,2,0.57,2,2,1
430,3.26,0.36,3.62,1.85,5.0,2,0.02,2,2,1
431,8.94,1.32,10.26,1.85,5.0,2,0.02,2,2,1
432,4.6,1.17,5.77,1.85,5.0,2,0.04,2,2,1
433,7.01,1.12,8.13,1.85,5.0,2,0.1,2,2,1
434,1.04,0.91,1.95,1.85,5.0,2,0.37,2,2,1
435,2.81,0.41,3.22,1.85,5.0,2,0.0,2,2,1
436,0.7,0.6,1.3,1.85,5.0,2,0.51,2,2,0
437,0.78,0.97,1.75,1.85,5.0,2,0.97,2,2,0
438,7.09,1.95,9.04,1.85,5.0,2,0.0,2,2,1
439,1.39,1.1,2.49,1.85,5.0,2,0.0,2,2,1
440,2.46,0.37,2.83,1.85,5.0,2,0.0,2,2,1
441,2.48,0.1,2.58,1.85,5.0,2,0.0,2,2,1
442,1.28,1.75,3.03,1.85,5.0,2,0.0,2,2,1
443,3.83,0.28,4.11,1.85,5.0,2,0.0,2,2,1
444,3.74,0.55,4.29,1.85,5.0,2,0.0,2,2,1
445,11.44,1.41,12.85,1.85,5.0,2,0.04,2,2,1
446,4.99,0.64,5.63,1.85,5.0,2,0.0,2,2,1
447,8.25,1.59,9.84,1.85,5.0,2,0.02,2,2,1
448,0.25,1.8,2.05,1.85,5.0,2,0.74,2,2,1
449,7.2,0.43,7.63,1.85,5.0,2,0.01,2,2,1
450,0.73,1.24,1.97,1.85,5.0,2,0.2,2,2,1
451,5.2,0.0,5.2,1.85,5.0,2,0.0,2,2,1
452,1.16,0.0,1.16,1.85,5.0,2,0.11,2,6,1
453,0.0,0.0,0.0,1.85,5.0,2,0.19,2,6,1
454,0.65,0.03,0.68,1.85,5.0,2,0.14,2,2,0
455,0.79,0.0,0.79,1.85,5.0,2,3.54,2,2,0
456,3.28,0.25,3.53,1.85,5.0,2,0.04,2,6,1
457,0.9,0.0,0.9,1.85,5.0,2,0.13,2,6,1
458,5.0,0.54,5.54,1.85,5.0,2,0.0,2,2,1
459,7.07,0.72,7.79,1.85,5.0,2,0.0,2,2,1
460,1.08,1.98,3.06,1.85,5.0,2,3.92,2,2,1
461,3.46,0.09,3.55,1.85,5.0,2,0.06,2,2,1
462,0.6,1.08,1.68,1.85,5.0,2,0.33,2,2,1
463,3.92,1.08,5.0,1.85,5.0,2,0.0,2,2,1
464,7.84,2.81,10.65,1.85,5.0,4,0.0,2,2,1
465,0.99,0.0,0.99,1.85,5.0,2,0.0,2,4,1
466,0.17,0.11,0.28,1.85,5.0,2,0.0,2,2,0
467,45.23,36.18,81.41,1.85,5.0,2,0.0,2,6,1
468,1.69,0.21,1.9,1.85,5.0,2,0.0,2,2,1
469,0.18,0.63,0.81,1.85,5.0,2,0.0,2,2,0
470,0.01,0.91,0.92,1.85,5.0,2,0.0,2,2,0
471,0.88,1.5,2.38,1.85,5.0,2,0.19,2,2,1
472,1.17,0.15,1.32,1.85,5.0,2,0.0,2,2,1
473,0.0,0.0,0.0,1.85,5.0,2,0.0,2,4,1
474,0.0,0.0,0.0,1.85,5.0,2,0.0,2,2,0
475,0.0,0.0,0.0,1.85,5.0,2,0.2,2,4,1
476,0.0,0.0,0.0,1.85,5.0,2,0.0,2,2,0
477,0.0,0.0,0.0,1.85,5.0,2,0.0,2,6,1
478,0.99,0.11,1.1,1.85,5.0,2,0.0,2,6,1
479,0.21,0.0,0.21,1.85,5.0,2,0.0,2,2,0
480,2.2,0.28,2.48,1.85,5.0,2,0.0,2,2,1
481,3.31,0.17,3.48,1.85,5.0,2,0.0,2,2,1
482,2.43,0.27,2.7,1.85,5.0,2,0.0,2,2,1
483,13.91,0.5,14.41,1.85,5.0,2,0.19,2,2,1
484,1.71,0.0,1.71,2.36,6.5,4,88.4,6,6,1
485,1.13,3.85,4.98,2.37,6.5,2,20.89,2,6,1
486,17.53,0.0,17.53,2.37,6.5,2,94.75,6,6,1
487,0.56,0.7,1.26,2.37,5.0,2,0.0,2,6,1
488,0.56,0.08,0.64,2.37,5.0,2,0.05,2,6,1
489,3.95,0.0,0.0,2.34,5.5,2,83.96,4,6,1
490,0.0,0.0,0.0,2.34,5.0,2,0.0,2,2,0
491,0.0,0.0,0.0,2.34,5.0,2,0.0,2,2,0
492,0.0,0.0,0.0,2.34,5.0,2,0.0,2,2,0
493,0.0,0.0,0.0,2.34,5.0,2,0.0,2,2,0
494,20.65,0.0,0.0,15.56,6.0,2,397.31,4,6,1
495,3.73,2.82,6.55,15.56,6.0,2,160.41,2,6,1
496,0.0,0.0,0.0,15.56,5.0,2,23.97,2,6,1
497,2.52,20.28,22.8,17.68,5.0,2,70.56,2,6,1
498,3.14,5.68,8.82,21.61,5.5,2,11.33,2,4,1
499,0.88,1.07,1.95,21.61,5.0,2,0.76,2,2,1
500,0.8,0.82,1.62,21.61,5.0,2,1.32,2,2,0
501,0.7,0.72,1.42,21.61,5.0,2,0.0,2,2,0
502,0.0,0.39,0.39,21.61,5.0,2,0.24,2,2,0
503,0.33,0.0,0.33,21.61,5.0,2,0.0,2,2,0
504,0.28,0.16,0.44,21.61,5.0,2,0.0,2,2,0
505,0.19,0.27,0.46,21.61,5.0,2,0.65,2,2,0
506,0.53,0.62,1.15,21.61,5.0,2,0.01,2,2,0
507,0.46,0.88,1.34,21.61,5.0,2,0.58,2,2,0
508,0.31,0.28,0.59,21.61,5.0,2,0.0,2,2,0
509,85.0,1.06,86.06,21.61,5.0,2,0.0,2,6,1
510,0.75,0.9,1.65,21.61,5.0,2,1.4,2,2,0
511,0.85,0.93,1.78,21.61,5.0,2,0.0,2,2,0
512,0.34,0.36,0.7,21.61,5.0,2,0.03,2,2,0
513,0.66,0.81,1.47,21.61,5.0,2,0.03,2,2,0
514,0.59,0.69,1.28,21.61,5.0,2,0.0,2,2,0
515,0.61,0.63,1.24,21.61,5.0,2,0.0,2,2,0
516,0.72,0.8,1.52,21.61,5.0,2,0.02,2,2,0
517,0.37,0.1,0.47,21.61,5.0,2,0.0,2,2,0
518,0.62,0.71,1.33,21.61,5.0,2,0.08,2,2,0
519,0.98,1.14,2.12,21.61,5.0,2,0.0,2,2,1
520,0.32,0.0,0.32,21.61,5.0,2,0.0,2,2,0
521,0.56,0.63,1.19,21.61,5.0,2,0.09,2,2,0
522,0.54,0.56,1.1,21.61,5.0,2,0.8,2,2,0
523,0.63,0.69,1.32,21.61,5.0,2,0.32,2,2,0
524,0.37,0.46,0.83,21.61,5.0,2,0.0,2,2,0
525,0.0,0.0,0.0,21.61,5.0,2,0.0,2,2,0
526,0.29,0.33,0.62,21.61,5.0,2,0.0,2,2,0
527,0.67,0.76,1.43,21.61,5.0,2,0.0,2,2,0
528,0.43,0.0,0.43,21.61,5.0,2,0.0,2,2,0
529,0.67,0.75,1.42,21.61,5.0,2,0.39,2,2,0
530,0.84,1.09,1.93,21.61,5.0,2,0.0,2,2,1
531,0.52,0.68,1.2,21.61,5.0,2,0.0,2,2,0
532,0.38,0.48,0.86,21.61,5.0,2,0.33,2,2,0
533,0.19,0.23,0.42,21.61,5.0,2,0.0,2,2,0
534,0.27,0.35,0.62,21.61,5.0,2,0.0,2,2,0
535,0.34,0.27,0.61,21.61,5.0,2,0.0,2,2,0
536,0.02,0.66,0.68,21.61,5.0,2,0.0,2,2,0
537,0.0,0.0,0.0,21.61,5.0,2,0.03,2,2,0
538,0.0,0.0,0.0,21.61,5.0,2,0.0,2,2,0
539,1.94,6.69,8.63,59.85,5.5,2,13.3,4,6,1
540,0.0,0.0,0.0,59.85,5.0,2,0.29,2,2,0
541,0.0,0.0,0.0,59.85,5.0,2,3.3,2,2,0
542,0.27,0.0,0.27,59.85,5.0,2,16.09,2,2,1
543,0.0,0.0,0.0,59.85,5.0,2,1.44,2,2,0
544,0.03,0.0,0.03,59.85,5.0,2,1.66,2,2,0
545,0.0,0.0,0.0,59.85,5.0,2,0.19,2,2,0
546,0.0,0.0,0.0,59.85,5.0,2,0.7,2,2,0
547,0.05,0.0,0.05,59.85,5.0,2,0.63,2,2,0
548,0.0,0.0,0.0,59.85,5.0,2,0.93,2,2,0
549,0.03,0.0,0.03,59.85,5.0,2,1.22,2,2,0
550,0.0,0.0,0.0,59.85,5.0,4,1.2,2,2,1
551,0.01,0.11,0.12,59.85,5.0,2,1.03,2,2,0
552,0.0,0.0,0.0,59.85,5.0,2,2.86,2,2,0
553,0.03,0.0,0.03,59.85,5.0,2,1.55,2,2,0
554,0.0,0.0,0.0,59.85,5.0,2,2.39,2,2,0
555,0.07,0.0,0.07,59.85,5.0,2,10.4,2,2,1
556,0.0,0.0,0.0,59.85,5.0,2,1.3,2,4,1
557,0.31,0.0,0.31,59.85,5.0,2,0.0,2,2,0
558,0.15,0.0,0.15,59.85,5.0,2,0.05,2,2,0
559,0.0,0.0,0.0,59.85,5.0,2,0.0,2,2,0
560,0.01,0.0,0.01,59.85,5.0,2,0.6,2,2,0
561,0.15,0.0,0.15,59.85,5.0,2,0.0,2,2,0
562,0.2,0.28,0.48,59.85,5.0,2,0.0,2,2,0
563,0.06,0.0,0.06,59.85,5.0,2,0.0,2,2,0
564,0.3,0.0,0.3,59.85,5.0,2,0.0,2,2,0
565,0.0,0.0,0.0,59.85,5.0,2,0.0,2,2,0
566,0.0,0.0,0.0,59.85,5.0,2,0.0,2,2,0
567,0.29,0.0,0.29,59.85,5.0,2,0.04,2,2,0
568,0.48,0.0,0.48,59.85,5.0,2,0.0,2,2,0
569,0.39,0.39,0.78,59.85,5.0,2,0.17,2,4,1
570,0.21,0.0,0.21,59.85,5.0,2,0.33,2,4,1
571,0.0,0.0,0.0,59.85,5.0,2,0.0,2,2,0
572,0.42,0.0,0.42,59.85,5.0,2,0.0,2,4,1
573,0.04,0.0,0.04,59.85,5.0,2,0.22,2,2,0
574,0.0,0.22,0.22,59.85,5.0,2,0.0,2,2,0
575,0.0,0.0,0.0,59.85,5.0,2,0.0,2,2,0
576,0.29,0.39,0.68,55.57,5.5,2,0.05,2,2,1
577,0.0,1.96,1.96,55.57,5.0,2,0.4,2,2,1
578,2.24,7.26,9.5,55.57,5.0,2,0.24,2,2,1
579,0.62,0.42,1.04,55.57,5.0,2,0.0,2,2,0
580,1.7,5.91,7.61,55.57,5.0,2,3.68,2,4,1
581,0.95,0.72,1.67,55.57,5.0,2,0.0,2,4,1
582,0.0,0.0,0.0,55.57,5.5,2,85.05,2,6,1
583,2.59,111.9,114.49,55.57,5.0,2,8.47,2,6,1
584,6.48,43.08,49.56,55.57,5.0,2,253.12,6,6,1
585,1.2,0.54,1.74,55.57,5.0,2,0.45,2,2,1
586,0.26,0.21,0.47,55.57,5.0,2,0.05,2,2,0
587,0.7,0.19,0.89,55.57,5.0,2,0.0,2,2,0
588,1.59,0.13,1.72,55.57,5.0,2,0.11,2,2,1
589,0.0,0.0,0.0,55.57,5.0,2,0.02,2,2,0
590,3.14,4.97,8.11,55.57,5.0,2,6.41,4,2,1
591,0.68,1.47,2.15,55.57,5.0,2,0.0,2,2,1
592,0.67,1.71,2.38,55.57,5.0,2,0.0,2,2,1
593,2.54,5.52,8.06,55.57,5.0,2,0.49,2,2,1
594,1.84,4.25,6.09,55.57,5.0,2,0.82,2,2,1
595,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
596,3.1,4.66,7.76,55.57,5.0,2,0.59,2,2,1
597,0.79,0.46,1.25,55.57,5.0,2,0.28,2,2,0
598,0.38,0.09,0.47,55.57,5.0,2,0.0,2,2,0
599,2.41,4.69,7.1,55.57,5.0,2,0.25,2,2,1
600,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
601,1.26,1.58,2.84,55.57,5.0,2,6.5,2,2,1
602,0.6,0.46,1.06,55.57,5.0,2,0.0,2,2,0
603,1.24,2.27,3.51,55.57,5.0,2,0.0,2,6,1
604,0.0,0.0,0.0,55.57,5.0,2,0.0,2,6,1
605,0.0006,1.11,1.1106,55.57,5.0,2,0.0,2,6,1
606,1.49,2.34,3.83,55.57,5.0,2,0.25,2,2,1
607,1.27,2.0,3.27,55.57,5.0,2,0.18,2,2,1
608,2.42,3.53,5.95,55.57,5.0,2,6.31,2,2,1
609,0.69,0.81,1.5,55.57,5.0,2,0.0,2,2,0
610,1.85,4.16,6.01,55.57,5.0,2,0.51,2,2,1
611,1.85,4.16,6.01,55.57,5.0,2,1.65,2,2,1
612,2.45,5.47,7.92,55.57,5.0,2,5.61,2,2,1
613,0.54,0.67,1.21,55.57,5.0,2,0.0,2,2,0
614,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
615,1.45,5.79,7.24,55.57,5.0,2,0.69,2,2,1
616,0.84,0.0,0.84,55.57,5.0,2,0.0,2,2,0
617,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
618,0.11,0.0,0.11,55.57,5.0,2,0.0,2,2,0
619,0.49,0.0,0.49,55.57,5.0,2,0.0,2,2,0
620,0.41,0.0,0.41,55.57,5.0,2,0.0,2,2,0
621,0.56,0.0,0.56,55.57,5.0,2,0.0,2,2,0
622,0.87,0.0,0.87,55.57,5.0,2,0.1,2,2,0
623,0.5,0.0,0.5,55.57,5.0,2,0.0,2,2,0
624,0.0,0.0,0.0,55.57,5.0,2,0.02,2,2,0
625,0.38,0.49,0.87,55.57,5.0,2,0.0,2,2,0
626,0.0,0.03,0.03,55.57,5.0,2,0.0,2,2,0
627,0.17,0.0,0.17,55.57,5.0,2,0.0,2,2,0
628,0.84,0.0,0.84,55.57,5.0,2,0.0,2,4,1
629,0.49,4.78,5.27,55.57,5.0,2,0.0,2,2,1
630,0.67,0.41,1.08,55.57,5.0,2,0.99,2,4,1
631,0.45,8.27,8.72,55.57,5.0,2,9.43,2,4,1
632,0.0,0.0,0.0,55.57,5.0,2,0.0,2,4,1
633,0.68,0.0,0.68,55.57,5.0,2,0.0,2,4,1
634,0.99,0.0,0.99,55.57,5.0,2,0.0,2,4,1
635,0.29,0.0,0.29,55.57,5.0,2,0.0,2,4,1
636,1.67,0.0,1.67,55.57,5.0,2,0.06,2,4,1
637,1.05,2.17,3.22,55.57,5.0,2,0.0,2,4,1
638,0.74,0.0,0.74,55.57,5.0,2,0.0,2,6,1
639,0.0,0.0,0.0,55.57,5.0,2,0.0,2,6,1
640,0.51,1.36,1.87,55.57,5.0,2,0.0,2,2,1
641,0.74,0.0,0.74,55.57,5.0,2,0.15,2,2,0
642,0.23,0.0,0.23,55.57,5.0,2,,2,2,0
643,0.0,1.3,1.3,55.57,5.0,2,0.0,2,2,1
644,0.49,0.0,0.49,55.57,5.0,2,0.0,2,2,0
645,0.73,0.0,0.73,55.57,5.0,2,0.0,2,2,0
646,0.28,0.25,0.53,55.57,5.0,2,0.0,2,2,0
647,0.32,0.0,0.32,55.57,5.0,4,0.0,2,2,1
648,0.21,0.0,0.21,55.57,5.0,2,0.0,2,2,0
649,1.63,0.0,1.63,55.57,5.0,2,0.0,2,2,1
650,0.8,0.0,0.8,55.57,5.0,2,0.0,2,2,0
651,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
652,0.83,0.0,0.83,55.57,5.0,2,0.0,2,2,0
653,0.57,1.26,1.83,55.57,5.0,2,0.1,2,2,1
654,0.71,0.0,0.71,55.57,5.0,2,0.0,2,2,0
655,0.15,0.0,0.15,55.57,5.0,2,0.0,2,2,0
656,1.26,0.0,1.26,55.57,5.0,2,0.0,2,2,1
657,0.0,0.0,0.0,55.57,5.0,2,0.01,2,2,0
658,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
659,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
660,0.09,0.0,0.09,55.57,5.0,2,0.0,2,2,0
661,0.51,0.03,0.54,55.57,5.0,2,0.0,2,2,0
662,0.49,0.0,0.49,55.57,5.0,2,0.02,2,2,0
663,1.1,0.0,1.1,55.57,5.0,2,0.0,2,2,1
664,1.14,0.0,1.14,55.57,5.0,2,0.0,2,4,1
665,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
666,2.3,0.0,2.3,55.57,5.0,2,0.0,2,2,1
667,1.6,0.49,2.09,55.57,5.0,2,88.34,2,2,1
668,1.49,0.0,1.49,55.57,5.0,2,0.0,2,2,1
669,0.24,0.0,0.24,55.57,5.0,2,0.0,2,2,0
670,0.42,0.0,0.42,55.57,5.0,2,0.0,2,2,0
671,1.07,0.16,1.23,55.57,5.0,2,0.0,2,2,1
672,1.39,0.0,1.39,55.57,5.0,2,0.0,2,2,1
673,0.07,0.0,0.07,55.57,5.0,2,0.0,2,2,0
674,0.49,0.4,0.89,55.57,5.0,2,0.0,2,2,0
675,0.88,0.54,1.42,55.57,5.0,2,0.11,2,2,0
676,0.0,1.74,1.74,55.57,5.0,2,0.0,2,2,1
677,1.28,0.0,1.28,55.57,5.0,2,0.22,2,2,1
678,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
679,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
680,0.21,0.0,0.21,55.57,5.0,2,0.0,2,2,0
681,0.92,0.0,0.92,55.57,5.0,2,0.0,2,2,0
682,0.17,0.0,0.17,55.57,5.0,2,0.0,2,2,0
683,0.26,0.0021,0.2621,55.57,5.0,2,0.0,2,2,0
684,0.78,0.0,0.78,55.57,5.0,2,0.0,2,2,0
685,0.98,0.0,0.98,55.57,5.0,2,0.0,2,2,0
686,0.27,0.0017,0.2717,55.57,5.0,2,0.0,2,2,0
687,0.41,0.11,0.52,55.57,5.0,2,0.0,2,2,0
688,0.74,0.0,0.74,55.57,5.0,2,0.71,2,2,0
689,0.82,2.92,3.74,55.57,5.0,2,0.0,2,2,1
690,0.0,11.68,11.68,55.57,5.0,2,0.0,2,2,1
691,0.61,0.0,0.61,55.57,5.0,2,0.0,2,2,0
692,0.62,0.47,1.09,55.57,5.0,2,0.58,2,2,0
693,0.0,0.0,0.0,55.57,5.0,2,3.57,2,2,0
694,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
695,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
696,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
697,1.08,0.0,1.08,55.57,5.0,2,0.0,2,2,1
698,0.7,0.0,0.7,55.57,5.0,2,0.0,2,2,0
699,1.36,0.0,1.36,55.57,5.0,2,0.0,2,2,1
700,0.0,5.24,5.24,55.57,5.0,2,0.0,2,2,1
701,0.32,0.17,0.49,55.57,5.0,2,0.0,2,2,0
702,0.33,0.0013,0.3313,55.57,5.0,2,0.0,2,2,0
703,1.08,0.92,2.0,55.57,5.0,2,0.04,2,2,1
704,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
705,0.6,0.0,0.6,55.57,5.0,2,0.0,2,2,0
706,0.76,0.0,0.76,55.57,5.0,2,0.0,2,2,0
707,0.0,2.99,2.99,55.57,5.0,2,0.06,2,2,1
708,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
709,0.49,0.28,0.77,55.57,5.0,2,0.07,2,2,0
710,0.0,0.81,0.81,55.57,5.0,2,0.0,2,2,0
711,0.41,0.0,0.41,55.57,5.0,2,0.0,2,2,0
712,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
713,0.82,0.0,0.82,55.57,5.0,2,0.0,2,2,0
714,0.32,0.0009,0.3209,55.57,5.0,2,0.0,2,2,0
715,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
716,0.0,0.0,0.0,55.57,5.0,2,0.0,2,6,1
717,1.06,0.63,1.69,55.57,5.0,2,0.9,2,6,1
718,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
719,0.0,0.0,0.0,55.57,5.0,2,0.13,2,2,0
720,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
721,0.51,1.63,2.14,55.57,5.0,2,1.8,2,2,1
722,1.06,0.0,1.06,55.57,5.0,2,0.0,2,2,1
723,0.71,0.25,0.96,55.57,5.0,2,0.0,2,2,0
724,0.0,8.49,8.49,55.57,5.0,2,0.43,2,2,1
725,1.6,0.0,1.6,55.57,5.0,2,0.0,2,2,1
726,0.3,0.0023,0.3023,55.57,5.0,2,0.0,2,2,0
727,0.47,0.46,0.93,55.57,5.0,2,0.42,2,2,0
728,0.0,0.0,0.0,55.57,5.0,2,0.02,2,2,0
729,1.19,0.0,1.19,55.57,5.0,2,0.0,2,2,1
730,0.0,1.29,1.29,55.57,5.0,2,0.0,2,2,1
731,0.7,0.79,1.49,55.57,5.5,2,1.91,2,2,1
732,0.83,0.0,0.83,55.57,5.0,2,0.14,2,2,0
733,0.74,0.0,0.74,55.57,5.0,2,2.4,2,2,0
734,0.2,0.0,0.2,55.57,5.0,2,0.0,2,2,0
735,1.4,0.06,1.46,55.57,5.0,2,0.0,2,2,1
736,0.4,0.0025,0.4025,55.57,5.0,2,0.0,2,2,0
737,0.85,1.0,1.85,55.57,5.0,2,0.4,2,2,1
738,0.0,0.88,0.88,55.57,5.0,2,0.07,2,2,0
739,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
740,1.12,0.0,1.12,55.57,5.0,2,0.0,2,2,1
741,1.28,0.0,1.28,55.57,5.0,2,0.0,2,2,1
742,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
743,0.0,1.16,1.16,55.57,5.0,2,0.0,2,2,1
744,0.1,0.0,0.1,55.57,5.0,2,0.0,2,2,0
745,1.06,1.6,2.66,55.57,5.0,2,16.09,2,2,1
746,0.25,0.0017,0.2517,55.57,5.0,2,0.0,2,2,0
747,0.31,0.0015,0.3115,55.57,5.0,2,0.0,2,2,0
748,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
749,0.84,0.0,0.84,55.57,5.0,2,0.0,2,2,0
750,1.09,0.0,1.09,55.57,5.0,2,0.0,2,2,1
751,1.29,0.0,1.29,55.57,5.0,2,0.0,2,2,1
752,0.51,0.37,0.88,55.57,5.0,2,0.0,2,2,0
753,0.09,0.0,0.09,55.57,5.0,2,0.0,2,2,0
754,0.39,0.91,1.3,55.57,5.0,2,0.0,2,2,0
755,1.07,0.0,1.07,55.57,5.0,2,0.0,2,2,1
756,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
757,0.5,2.97,3.47,55.57,5.0,2,0.18,2,2,1
758,0.49,0.55,1.04,55.57,5.0,2,0.0,2,2,0
759,0.84,0.65,1.49,55.57,5.0,2,0.0,2,2,0
760,0.9,1.11,2.01,55.57,5.0,2,0.0,2,2,1
761,0.0,0.0,0.0,55.57,5.0,2,0.0,2,2,0
762,0.59,0.0,0.59,55.57,5.0,2,0.0,2,2,0
763,0.02,0.0,0.02,55.57,5.0,2,0.0,2,2,0
764,1.48,4.48,5.96,55.57,5.0,2,0.0,2,2,1
765,0.0,3.3,3.3,55.57,5.0,2,0.0,2,2,1
766,0.8,0.57,1.37,55.57,5.0,2,0.0,2,2,0
767,0.36,0.54,0.9,55.57,5.0,2,0.21,2,2,0
768,0.44,0.53,0.97,55.57,5.0,2,0.0,2,2,0
769,0.51,0.5,1.01,55.57,5.0,2,0.09,2,2,0
770,0.75,0.45,1.2,55.57,5.0,2,0.0,2,2,0
771,0.49,0.4,0.89,55.57,5.0,2,0.0,2,2,0
772,0.47,0.37,0.84,55.57,5.0,2,0.0,2,2,0
773,0.24,0.04,0.28,55.57,5.0,2,0.0,2,2,0
774,0.2,0.0,0.2,55.57,5.0,2,0.0,2,2,0
775,0.0,0.0,0.0,55.57,5.0,2,0.32,2,2,0
